Acrylamide Conc. %,Bis-acrylamide conc %,Photo-initiator conc. %,Layer Height. (micron),Bottom Layer exposure time (s),Exposure time (s),Frequency (Hz),Storage modulus (Pa),Loss modulus (Pa)
15,0.2,2,90,50,6,0.630957365,4333.180664,234.187149
15,0.2,2,90,50,6,1,4396.239746,247.362915
15,0.2,2,90,50,6,1.584893227,4461.362793,266.2597656
15,0.2,2,90,50,6,2.511886358,4526.970703,291.1795654
15,0.2,2,90,50,6,3.981071472,4583.913574,322.9936218
15,0.2,2,90,50,6,6.309572697,4508.874512,325.3501892
15,0.2,2,90,50,6,10,4571.068848,333.7018127
15,0.2,2,90,50,6,0.01,3173.029053,472.9640198
15,0.2,2,90,50,6,0.015848933,3340.141113,421.3180542
15,0.2,2,90,50,6,0.025118863,3474.7771,360.2953491
15,0.2,2,90,50,6,0.039810721,3582.591797,320.1199341
15,0.2,2,90,50,6,0.063095748,3671.750244,293.9599304
15,0.2,2,90,50,6,0.100000001,3753.119385,272.4866028
15,0.2,2,90,50,6,0.158489317,3827.227539,261.822113
15,0.2,2,90,50,6,0.251188636,3898.317383,255.6933136
15,0.2,2,90,50,6,0.398107171,3967.598389,255.3677979
15,0.2,2,90,50,6,0.630957365,4037.165527,261.4021301
15,0.2,2,90,50,6,1,4107.315918,269.9217834
15,0.2,2,90,50,6,1.584893227,4176.278809,288.6972046
15,0.2,2,90,50,6,2.511886358,4237.663086,315.1822205
15,0.2,2,90,50,6,3.981071472,4290.883789,341.4738464
15,0.2,2,90,50,6,6.309572697,4217.116699,357.1244202
15,0.2,2,90,50,6,10,4269.773438,358.5779724
15,0.2,2,90,50,6,0.01,3511.492432,364.5217285
15,0.2,2,90,50,6,0.015848933,3705.491699,323.9476929
15,0.2,2,90,50,6,0.025118863,3922.875732,305.1360779
15,0.2,2,90,50,6,0.039810721,4043.422363,288.1221008
15,0.2,2,90,50,6,0.063095748,4145.535156,278.5645142
15,0.2,2,90,50,6,0.100000001,4237.089355,273.463501
15,0.2,2,90,50,6,0.158489317,4317.016113,273.1451111
15,0.2,2,90,50,6,0.251188636,4397.737793,275.9865112
15,0.2,2,90,50,6,0.398107171,4475.975098,283.7766724
15,0.2,2,90,50,6,0.630957365,4554.613281,295.7542114
15,0.2,2,90,50,6,1,4639.612793,312.8876648
15,0.2,2,90,50,6,1.584893227,4724.998535,335.5757446
15,0.2,2,90,50,6,2.511886358,4814.013184,367.0040588
15,0.2,2,90,50,6,3.981071472,4897.256348,403.0985718
15,0.2,2,90,50,6,6.309572697,4837.245117,410.1789856
15,0.2,2,90,50,6,10,4925.355957,422.4378662
15,0.2,2,150,50,6,0.01,1110.881714,202.1131134
15,0.2,2,150,50,6,0.015848933,1289.105225,172.4884033
15,0.2,2,150,50,6,0.025118863,1382.290161,151.5267029
15,0.2,2,150,50,6,0.039810721,1442.670166,139.5963898
15,0.2,2,150,50,6,0.063095748,1489.927612,131.303421
15,0.2,2,150,50,6,0.100000001,1530.081787,125.1134796
15,0.2,2,150,50,6,0.158489317,1565.700928,121.483963
15,0.2,2,150,50,6,0.251188636,1599.348145,120.2677612
15,0.2,2,150,50,6,0.398107171,1631.995239,121.9435959
15,0.2,2,150,50,6,0.630957365,1665.221558,126.5004272
15,0.2,2,150,50,6,1,1696.065308,133.4301147
15,0.2,2,150,50,6,1.584893227,1727.431885,144.3357391
15,0.2,2,150,50,6,2.511886358,1750.462036,162.4822693
15,0.2,2,150,50,6,3.981071472,1709.123047,198.544693
15,0.2,2,150,50,6,6.309572697,1778.697632,183.1751404
15,0.2,2,150,50,6,10,1763.189453,241.2883301
15,0.2,2,150,50,6,0.01,1378.69397,203.29953
15,0.2,2,150,50,6,0.015848933,1519.069824,177.4064178
15,0.2,2,150,50,6,0.025118863,1610.515503,160.1504517
15,0.2,2,150,50,6,0.039810721,1667.817627,150.5946655
15,0.2,2,150,50,6,0.063095748,1721.598633,136.5078735
15,0.2,2,150,50,6,0.100000001,1763.636597,128.7412415
15,0.2,2,150,50,6,0.158489317,1800.659302,123.5406799
15,0.2,2,150,50,6,0.251188636,1835.000977,121.297821
15,0.2,2,150,50,6,0.398107171,1866.833618,119.7670059
15,0.2,2,150,50,6,0.630957365,1897.737427,126.4502945
15,0.2,2,150,50,6,1,1932.246582,133.0288696
15,0.2,2,150,50,6,1.584893227,1963.225342,143.9601746
15,0.2,2,150,50,6,2.511886358,1986.365112,160.3910828
15,0.2,2,150,50,6,3.981071472,1970.274658,187.9019012
15,0.2,2,150,50,6,6.309572697,1991.899902,185.5432587
15,0.2,2,150,50,6,10,2064.650391,281.9534912
15,0.2,2,150,50,6,0.01,1254.233032,216.6668854
15,0.2,2,150,50,6,0.015848933,1359.664063,186.189621
15,0.2,2,150,50,6,0.025118863,1437.419189,162.707489
15,0.2,2,150,50,6,0.039810721,1493.343262,147.2018433
15,0.2,2,150,50,6,0.063095748,1540.008423,134.1612091
15,0.2,2,150,50,6,0.100000001,1579.148682,126.0675049
15,0.2,2,150,50,6,0.158489317,1614.05896,120.1838837
15,0.2,2,150,50,6,0.251188636,1645.852417,117.4890976
15,0.2,2,150,50,6,0.398107171,1676.314697,117.5894089
15,0.2,2,150,50,6,0.630957365,1708.849365,120.5672226
15,0.2,2,150,50,6,1,1737.248047,126.0841675
15,0.2,2,150,50,6,1.584893227,1764.632813,135.6273346
15,0.2,2,150,50,6,2.511886358,1783.789673,151.1929932
15,0.2,2,150,50,6,3.981071472,1732.742676,186.4543915
15,0.2,2,150,50,6,6.309572697,1803.344727,172.5099335
15,0.2,2,150,50,6,10,1873.133301,180.4237671
15,0.2,2,150,50,6,0.01,1114.628906,195.6067657
15,0.2,2,150,50,6,0.015848933,1240.681396,173.7111969
15,0.2,2,150,50,6,0.025118863,1327.926392,156.699295
15,0.2,2,150,50,6,0.039810721,1388.988159,144.0069733
15,0.2,2,150,50,6,0.063095748,1438.380859,136.040802
15,0.2,2,150,50,6,0.100000001,1479.553833,129.2955017
15,0.2,2,150,50,6,0.158489317,1517,126.9234161
15,0.2,2,150,50,6,0.251188636,1552.145142,126.3758469
15,0.2,2,150,50,6,0.398107171,1586.388672,128.4532928
15,0.2,2,150,50,6,0.630957365,1621.212891,134.0024567
15,0.2,2,150,50,6,1,1655.010376,140.9876404
15,0.2,2,150,50,6,1.584893227,1688.060181,152.6766815
15,0.2,2,150,50,6,2.511886358,1713.481689,170.0626526
15,0.2,2,150,50,6,3.981071472,1675.098022,207.3253021
15,0.2,2,150,50,6,6.309572697,1742.202271,192.1639252
15,0.2,2,150,50,6,10,1723.411133,235.587265
15,0.2,2,150,50,6,0.01,1046.755981,189.2145233
15,0.2,2,150,50,6,0.015848933,1181.197632,171.89888
15,0.2,2,150,50,6,0.025118863,1275.107422,157.4430542
15,0.2,2,150,50,6,0.039810721,1340.047729,147.0282593
15,0.2,2,150,50,6,0.063095748,1394.736694,139.4108429
15,0.2,2,150,50,6,0.100000001,1440.142334,135.395462
15,0.2,2,150,50,6,0.158489317,1481.790039,133.6226654
15,0.2,2,150,50,6,0.251188636,1521.056274,134.3888702
15,0.2,2,150,50,6,0.398107171,1559.167847,138.136734
15,0.2,2,150,50,6,0.630957365,1597.661865,144.7082977
15,0.2,2,150,50,6,1,1636.593262,153.6517334
15,0.2,2,150,50,6,1.584893227,1674.050293,166.9424438
15,0.2,2,150,50,6,2.511886358,1704.383423,185.1932678
15,0.2,2,150,50,6,3.981071472,1687.050537,219.770752
15,0.2,2,150,50,6,6.309572697,1745.50708,209.2759399
15,0.2,2,150,50,6,10,2088.623047,770.2555542
15,0.3,2,30,50,6,0.01,10689.11719,1061.722778
15,0.3,2,30,50,6,0.015848933,11008.99414,943.1188965
15,0.3,2,30,50,6,0.025118863,11271.56738,816.5775146
15,0.3,2,30,50,6,0.039810721,11476.32813,710.4769287
15,0.3,2,30,50,6,0.063095748,11648.6748,624.9130249
15,0.3,2,30,50,6,0.100000001,11799.4707,555.7053833
15,0.3,2,30,50,6,0.158489317,11923,494.6672058
15,0.3,2,30,50,6,0.251188636,12041.8623,441.1159973
15,0.3,2,30,50,6,0.398107171,12162.46191,404.0035095
15,0.3,2,30,50,6,0.630957365,12259.05469,355.4590149
15,0.3,2,30,50,6,1,12325.22461,355.9449768
15,0.3,2,30,50,6,1.584893227,12408.31641,350.2368164
15,0.3,2,30,50,6,2.511886358,12489.1748,364.49646
15,0.3,2,30,50,6,3.981071472,12548.76367,363.852417
15,0.3,2,30,50,6,6.309572697,12335.66797,353.8508606
15,0.3,2,30,50,6,10,12398.43555,394.1427307
15,0.3,2,30,50,6,0.01,10612.34766,1263.751831
15,0.3,2,30,50,6,0.015848933,10976.24609,974.0964355
15,0.3,2,30,50,6,0.025118863,11260.79785,817.5223389
15,0.3,2,30,50,6,0.039810721,11466.86621,710.1494141
15,0.3,2,30,50,6,0.063095748,11645.04395,634.826355
15,0.3,2,30,50,6,0.100000001,11815.33105,552.2109985
15,0.3,2,30,50,6,0.158489317,11946.91406,496.9916992
15,0.3,2,30,50,6,0.251188636,12062.25293,451.6385803
15,0.3,2,30,50,6,0.398107171,12160.46777,408.2473145
15,0.3,2,30,50,6,0.630957365,12267.93262,382.5314331
15,0.3,2,30,50,6,1,12356.65234,361.6551208
15,0.3,2,30,50,6,1.584893227,12443.19727,353.2914124
15,0.3,2,30,50,6,2.511886358,12531.74512,360.01297
15,0.3,2,30,50,6,3.981071472,12592.89063,399.2284851
15,0.3,2,30,50,6,6.309572697,12411.93262,364.0276794
15,0.3,2,30,50,6,10,12515.06738,376.0018921
15,0.3,2,30,50,6,0.01,11184.13184,1125.091797
15,0.3,2,30,50,6,0.015848933,11571.37793,992.8157959
15,0.3,2,30,50,6,0.025118863,11901.69141,879.3948364
15,0.3,2,30,50,6,0.039810721,12151.61816,761.1751099
15,0.3,2,30,50,6,0.063095748,12353.37891,682.8901367
15,0.3,2,30,50,6,0.100000001,12552.29883,612.8490601
15,0.3,2,30,50,6,0.158489317,12712.06543,570.8320923
15,0.3,2,30,50,6,0.251188636,12853.45215,526.4107056
15,0.3,2,30,50,6,0.398107171,12977.63086,472.2747498
15,0.3,2,30,50,6,0.630957365,13112.09961,449.3155212
15,0.3,2,30,50,6,1,13222.46973,432.1855774
15,0.3,2,30,50,6,1.584893227,13332.54785,429.1563721
15,0.3,2,30,50,6,2.511886358,13447.49023,440.795166
15,0.3,2,30,50,6,3.981071472,13550.4873,484.5913086
15,0.3,2,30,50,6,6.309572697,13410.22754,461.574707
15,0.3,2,30,50,6,10,13519.53516,515.019165
15,0.3,2,30,50,6,0.01,10850.34375,1298.214966
15,0.3,2,30,50,6,0.015848933,11186.46289,1108.465088
15,0.3,2,30,50,6,0.025118863,11440.98438,910.781189
15,0.3,2,30,50,6,0.039810721,11664.43066,785.1293945
15,0.3,2,30,50,6,0.063095748,11877.03418,697.2463989
15,0.3,2,30,50,6,0.100000001,12037.96387,606.2631836
15,0.3,2,30,50,6,0.158489317,12185.99121,530.3198853
15,0.3,2,30,50,6,0.251188636,12325.50879,478.0553284
15,0.3,2,30,50,6,0.398107171,12435.49512,435.1524048
15,0.3,2,30,50,6,0.630957365,12545.5332,387.9482422
15,0.3,2,30,50,6,1,12649.55371,384.7520142
15,0.3,2,30,50,6,1.584893227,12741.02148,378.4935608
15,0.3,2,30,50,6,2.511886358,12840.87109,378.5783386
15,0.3,2,30,50,6,3.981071472,12920.52441,413.8675842
15,0.3,2,30,50,6,6.309572697,12779.49219,390.2745972
15,0.3,2,30,50,6,10,12867.41602,404.8519897
15,0.3,2,30,50,6,0.01,10063.89551,1293.343384
15,0.3,2,30,50,6,0.015848933,10531.17188,1017.610657
15,0.3,2,30,50,6,0.025118863,10838.52344,848.8378906
15,0.3,2,30,50,6,0.039810721,11069.23926,724.5253906
15,0.3,2,30,50,6,0.063095748,11232.68262,640.1236572
15,0.3,2,30,50,6,0.100000001,11420.69238,586.6314697
15,0.3,2,30,50,6,0.158489317,11564.2793,533.2980957
15,0.3,2,30,50,6,0.251188636,11694.45508,487.6223145
15,0.3,2,30,50,6,0.398107171,11825.6748,447.7401733
15,0.3,2,30,50,6,0.630957365,11952.47461,415.5632629
15,0.3,2,30,50,6,1,12047.09961,405.5041809
15,0.3,2,30,50,6,1.584893227,12144.07227,411.3140259
15,0.3,2,30,50,6,2.511886358,12252.33105,422.1365662
15,0.3,2,30,50,6,3.981071472,12383.06152,458.2306824
15,0.3,2,30,50,6,6.309572697,12213.94434,427.8860168
15,0.3,2,30,50,6,10,12392.07129,463.1250916
15,0.3,2,30,50,6,0.01,11035.20898,1200.289917
15,0.3,2,30,50,6,0.015848933,11450.88379,1091.515503
15,0.3,2,30,50,6,0.025118863,11759.06348,933.1173096
15,0.3,2,30,50,6,0.039810721,12031.78027,814.9537354
15,0.3,2,30,50,6,0.063095748,12253.17383,710.1843872
15,0.3,2,30,50,6,0.100000001,12425.22656,635.8632813
15,0.3,2,30,50,6,0.158489317,12616.58594,572.1152954
15,0.3,2,30,50,6,0.251188636,12778.45508,518.293335
15,0.3,2,30,50,6,0.398107171,12925.08008,472.2678223
15,0.3,2,30,50,6,0.630957365,13055.60938,444.841217
15,0.3,2,30,50,6,1,13168.54492,419.6308899
15,0.3,2,30,50,6,1.584893227,13285.98145,409.9861755
15,0.3,2,30,50,6,2.511886358,13400.21191,424.168457
15,0.3,2,30,50,6,3.981071472,13486.28418,453.3445435
15,0.3,2,30,50,6,6.309572697,13234.69141,427.4573364
15,0.3,2,30,50,6,10,13414.0918,461.7885437
15,0.3,2,90,50,6,0.01,2712.965088,511.8972778
15,0.3,2,90,50,6,0.015848933,3010.044189,452.9967346
15,0.3,2,90,50,6,0.025118863,3371.488281,422.5201111
15,0.3,2,90,50,6,0.039810721,3541.938232,373.1678162
15,0.3,2,90,50,6,0.063095748,3661.761719,340.8450623
15,0.3,2,90,50,6,0.100000001,3762.237305,310.549408
15,0.3,2,90,50,6,0.158489317,3850.551025,284.566803
15,0.3,2,90,50,6,0.251188636,3926.211426,266.9212952
15,0.3,2,90,50,6,0.398107171,3997.323486,256.6954041
15,0.3,2,90,50,6,0.630957365,4063.092041,242.6191711
15,0.3,2,90,50,6,1,4127.26123,245.4624023
15,0.3,2,90,50,6,1.584893227,4189.370605,252.8983459
15,0.3,2,90,50,6,2.511886358,4250.465332,269.3488159
15,0.3,2,90,50,6,3.981071472,4302.714844,294.5879211
15,0.3,2,90,50,6,6.309572697,4230.351074,317.8430176
15,0.3,2,90,50,6,10,4326.602539,315.980011
15,0.3,2,90,50,6,0.01,3135.533447,487.2303162
15,0.3,2,90,50,6,0.015848933,3522.477783,454.8181763
15,0.3,2,90,50,6,0.025118863,3764.860596,434.2438049
15,0.3,2,90,50,6,0.039810721,3932.938232,410.0404968
15,0.3,2,90,50,6,0.063095748,4075.861084,385.4500122
15,0.3,2,90,50,6,0.100000001,4195.245117,359.8384705
15,0.3,2,90,50,6,0.158489317,4306.055176,334.8775635
15,0.3,2,90,50,6,0.251188636,4401.142578,317.0684509
15,0.3,2,90,50,6,0.398107171,4488.695801,304.7789612
15,0.3,2,90,50,6,0.630957365,4568.98291,294.8251953
15,0.3,2,90,50,6,1,4648.996582,291.8876953
15,0.3,2,90,50,6,1.584893227,4726.21875,299.4125671
15,0.3,2,90,50,6,2.511886358,4800.25,316.7649841
15,0.3,2,90,50,6,3.981071472,4863.802734,344.1512756
15,0.3,2,90,50,6,6.309572697,4797.45752,360.1837158
15,0.3,2,90,50,6,10,4841.34668,379.6759949
15,0.3,2,90,50,6,0.01,3059.600098,557.6206665
15,0.3,2,90,50,6,0.015848933,3460.072021,484.7608948
15,0.3,2,90,50,6,0.025118863,3704.599121,424.3403625
15,0.3,2,90,50,6,0.039810721,3870.611816,382.5524902
15,0.3,2,90,50,6,0.063095748,4000.335449,348.2929688
15,0.3,2,90,50,6,0.100000001,4107.820313,319.5924377
15,0.3,2,90,50,6,0.158489317,4203.050293,294.5765381
15,0.3,2,90,50,6,0.251188636,4286.707031,275.7774658
15,0.3,2,90,50,6,0.398107171,4363.02832,264.1746216
15,0.3,2,90,50,6,0.630957365,4431.928711,256.507019
15,0.3,2,90,50,6,1,4499.625977,255.6869507
15,0.3,2,90,50,6,1.584893227,4564.037598,261.4165039
15,0.3,2,90,50,6,2.511886358,4623.058105,279.2307739
15,0.3,2,90,50,6,3.981071472,4672.21875,308.0805969
15,0.3,2,90,50,6,6.309572697,4600.48291,318.5090637
15,0.3,2,90,50,6,10,4670.876953,334.7999878
15,0.3,2,90,50,6,0.01,3319.815674,609.2077637
15,0.3,2,90,50,6,0.015848933,3731.309814,540.3112793
15,0.3,2,90,50,6,0.025118863,3982.585449,469.2789307
15,0.3,2,90,50,6,0.039810721,4154.470215,419.3119812
15,0.3,2,90,50,6,0.063095748,4289.757813,380.6514587
15,0.3,2,90,50,6,0.100000001,4403.801758,346.8480835
15,0.3,2,90,50,6,0.158489317,4508.243652,319.7318726
15,0.3,2,90,50,6,0.251188636,4595.935547,298.8399048
15,0.3,2,90,50,6,0.398107171,4678.054199,282.4045105
15,0.3,2,90,50,6,0.630957365,4753.021484,273.3106689
15,0.3,2,90,50,6,1,4823.270508,268.9490356
15,0.3,2,90,50,6,1.584893227,4892.661133,274.3687744
15,0.3,2,90,50,6,2.511886358,4957.745605,289.1880188
15,0.3,2,90,50,6,3.981071472,5009.514648,313.6632385
15,0.3,2,90,50,6,6.309572697,4930.59375,322.0897827
15,0.3,2,90,50,6,10,4975.122559,342.8807678
15,0.3,2,90,50,6,0.01,3031.555664,568.4816895
15,0.3,2,90,50,6,0.015848933,3462.497559,486.3657227
15,0.3,2,90,50,6,0.025118863,3702.865479,430.2453918
15,0.3,2,90,50,6,0.039810721,3881.959717,383.2148438
15,0.3,2,90,50,6,0.063095748,4011.915771,347.0923157
15,0.3,2,90,50,6,0.100000001,4121.846191,316.7142944
15,0.3,2,90,50,6,0.158489317,4214.65918,291.5064087
15,0.3,2,90,50,6,0.251188636,4297.004883,272.7189636
15,0.3,2,90,50,6,0.398107171,4371.397461,257.2947388
15,0.3,2,90,50,6,0.630957365,4438.608398,246.4863434
15,0.3,2,90,50,6,1,4506.263184,247.8290405
15,0.3,2,90,50,6,1.584893227,4569.775391,253.3586731
15,0.3,2,90,50,6,2.511886358,4629.497559,269.1080627
15,0.3,2,90,50,6,3.981071472,4678.287109,293.0825806
15,0.3,2,90,50,6,6.309572697,4609.137695,305.4403687
15,0.3,2,90,50,6,10,4672.951172,317.2354431
15,0.3,2,150,50,6,0.01,1907.077515,289.0528259
15,0.3,2,150,50,6,0.015848933,2097.685303,273.4624329
15,0.3,2,150,50,6,0.025118863,2237.92627,261.400116
15,0.3,2,150,50,6,0.039810721,2340.782959,247.1507263
15,0.3,2,150,50,6,0.063095748,2426.949707,235.0508881
15,0.3,2,150,50,6,0.100000001,2502.541504,222.2192535
15,0.3,2,150,50,6,0.158489317,2568.459229,212.6575623
15,0.3,2,150,50,6,0.251188636,2628.637939,203.9970398
15,0.3,2,150,50,6,0.398107171,2684.188477,198.8372345
15,0.3,2,150,50,6,0.630957365,2737.991943,194.0788116
15,0.3,2,150,50,6,1,2791.039307,200.2125549
15,0.3,2,150,50,6,1.584893227,2841.899658,209.8269043
15,0.3,2,150,50,6,2.511886358,2892.437012,225.7986603
15,0.3,2,150,50,6,3.981071472,2929.200684,252.4959259
15,0.3,2,150,50,6,6.309572697,2662.33374,357.6495972
15,0.3,2,150,50,6,10,3025.955811,218.04599
15,0.3,2,150,50,6,0.01,1892.443359,331.2549744
15,0.3,2,150,50,6,0.015848933,2140.568115,317.8407593
15,0.3,2,150,50,6,0.025118863,2311.070801,297.4745789
15,0.3,2,150,50,6,0.039810721,2431.825439,278.3809509
15,0.3,2,150,50,6,0.063095748,2531.056396,260.0335693
15,0.3,2,150,50,6,0.100000001,2616.281006,243.5211487
15,0.3,2,150,50,6,0.158489317,2690.928223,229.2699585
15,0.3,2,150,50,6,0.251188636,2756.830811,217.4495544
15,0.3,2,150,50,6,0.398107171,2817.48877,209.2450256
15,0.3,2,150,50,6,0.630957365,2872.986328,202.2896881
15,0.3,2,150,50,6,1,2928.650879,204.2020111
15,0.3,2,150,50,6,1.584893227,2983.182373,210.2722015
15,0.3,2,150,50,6,2.511886358,3031.740967,224.7338867
15,0.3,2,150,50,6,3.981071472,3074.828369,247.989212
15,0.3,2,150,50,6,6.309572697,2877.343018,342.8373718
15,0.3,2,150,50,6,10,3195.619873,292.4380188
15,0.3,2,150,50,6,0.01,1754.65979,330.6144409
15,0.3,2,150,50,6,0.015848933,1999.411743,308.9432678
15,0.3,2,150,50,6,0.025118863,2167.530518,282.3812866
15,0.3,2,150,50,6,0.039810721,2285.033691,259.4134521
15,0.3,2,150,50,6,0.063095748,2386.750977,239.1350861
15,0.3,2,150,50,6,0.100000001,2466.34668,222.7080078
15,0.3,2,150,50,6,0.158489317,2534.570801,207.8220062
15,0.3,2,150,50,6,0.251188636,2595.000244,196.5962982
15,0.3,2,150,50,6,0.398107171,2650.636719,187.7013702
15,0.3,2,150,50,6,0.630957365,2701.894531,185.89888
15,0.3,2,150,50,6,1,2750.833252,185.3429413
15,0.3,2,150,50,6,1.584893227,2798.693359,192.7845154
15,0.3,2,150,50,6,2.511886358,2846.608398,206.8254395
15,0.3,2,150,50,6,3.981071472,2878.969971,228.9073639
15,0.3,2,150,50,6,6.309572697,2625.620117,336.1014099
15,0.3,2,150,50,6,10,3031.22998,299.910553
15,0.3,2,150,50,6,0.01,1968.12854,332.5662842
15,0.3,2,150,50,6,0.015848933,2219.122803,324.4126587
15,0.3,2,150,50,6,0.025118863,2395.189453,298.2796936
15,0.3,2,150,50,6,0.039810721,2529.339111,283.9250793
15,0.3,2,150,50,6,0.063095748,2638.229736,265.8319397
15,0.3,2,150,50,6,0.100000001,2725.781738,250.5047455
15,0.3,2,150,50,6,0.158489317,2802.737793,236.3914337
15,0.3,2,150,50,6,0.251188636,2870.76709,225.0303192
15,0.3,2,150,50,6,0.398107171,2933.245361,216.9518433
15,0.3,2,150,50,6,0.630957365,2990.752686,213.1165771
15,0.3,2,150,50,6,1,3050.010254,212.0890198
15,0.3,2,150,50,6,1.584893227,3104.750244,219.8600922
15,0.3,2,150,50,6,2.511886358,3158.352051,234.8762512
15,0.3,2,150,50,6,3.981071472,3198.860107,258.1939392
15,0.3,2,150,50,6,6.309572697,3055.354736,333.2285156
15,0.3,2,150,50,6,10,3355.916992,207.3909302
15,0.3,2,150,50,6,0.01,2129.30957,334.4367981
15,0.3,2,150,50,6,0.015848933,2320.178711,317.328186
15,0.3,2,150,50,6,0.025118863,2470.421875,302.5680847
15,0.3,2,150,50,6,0.039810721,2584.274902,283.8088074
15,0.3,2,150,50,6,0.063095748,2688.151855,266.4832458
15,0.3,2,150,50,6,0.100000001,2772.962646,250.7746887
15,0.3,2,150,50,6,0.158489317,2848.398438,236.8772736
15,0.3,2,150,50,6,0.251188636,2916.485107,225.7163086
15,0.3,2,150,50,6,0.398107171,2979.993896,217.4788818
15,0.3,2,150,50,6,0.630957365,3039.387939,214.3369598
15,0.3,2,150,50,6,1,3097.42749,215.352951
15,0.3,2,150,50,6,1.584893227,3152.037109,223.2285461
15,0.3,2,150,50,6,2.511886358,3204.072754,238.9216003
15,0.3,2,150,50,6,3.981071472,3244.317139,263.3604126
15,0.3,2,150,50,6,6.309572697,3101.693848,331.4317627
15,0.3,2,150,50,6,10,3281.571533,356.0421753
15,0.3,2,150,50,6,0.01,1605.425049,293.4812012
15,0.3,2,150,50,6,0.015848933,1807.755493,279.0742798
15,0.3,2,150,50,6,0.025118863,1955.21582,259.1684265
15,0.3,2,150,50,6,0.039810721,2059.586182,241.6098938
15,0.3,2,150,50,6,0.063095748,2144.996094,225.8571625
15,0.3,2,150,50,6,0.100000001,2217.503418,211.6667786
15,0.3,2,150,50,6,0.158489317,2283.539551,199.5614624
15,0.3,2,150,50,6,0.251188636,2339.763916,191.1678162
15,0.3,2,150,50,6,0.398107171,2391.609863,185.1114807
15,0.3,2,150,50,6,0.630957365,2441.641357,180.2634277
15,0.3,2,150,50,6,1,2490.080566,184.165802
15,0.3,2,150,50,6,1.584893227,2537.01416,191.8038788
15,0.3,2,150,50,6,2.511886358,2576.609131,205.9069061
15,0.3,2,150,50,6,3.981071472,2599.387451,230.4878082
15,0.3,2,150,50,6,6.309572697,2373.178711,323.8595886
15,0.3,2,150,50,6,10,2735.505615,264.8443604
10,0.3,2,30,50,12,0.01,2100.648193,485.6830444
10,0.3,2,30,50,12,0.015848933,2491.101318,316.5966187
10,0.3,2,30,50,12,0.025118863,2635.70459,273.7979736
10,0.3,2,30,50,12,0.039810721,2730.743896,247.4491119
10,0.3,2,30,50,12,0.063095748,2809.565918,227.2123718
10,0.3,2,30,50,12,0.100000001,2874.20752,212.846344
10,0.3,2,30,50,12,0.158489317,2934.594482,204.1150055
10,0.3,2,30,50,12,0.251188636,2987.368164,197.3387146
10,0.3,2,30,50,12,0.398107171,3042.999023,195.3076935
10,0.3,2,30,50,12,0.630957365,3094.81958,195.5265198
10,0.3,2,30,50,12,1,3145.607666,204.9151917
10,0.3,2,30,50,12,1.584893227,3195.933594,216.7742615
10,0.3,2,30,50,12,2.511886358,3237.289551,236.5678864
10,0.3,2,30,50,12,3.981071472,3251.777832,265.9349365
10,0.3,2,30,50,12,6.309572697,2992.682617,374.6758423
10,0.3,2,30,50,12,10,3233.745117,271.7998047
10,0.3,2,30,50,12,0.01,1897.642578,516.4011841
10,0.3,2,30,50,12,0.015848933,2264.133301,353.1785278
10,0.3,2,30,50,12,0.025118863,2410.068115,299.4219971
10,0.3,2,30,50,12,0.039810721,2503.495605,257.9472351
10,0.3,2,30,50,12,0.063095748,2573.720947,219.4039459
10,0.3,2,30,50,12,0.100000001,2632.797607,202.2746887
10,0.3,2,30,50,12,0.158489317,2683.112793,184.7654572
10,0.3,2,30,50,12,0.251188636,2729.715088,173.4129486
10,0.3,2,30,50,12,0.398107171,2772.166992,165.779007
10,0.3,2,30,50,12,0.630957365,2815.417969,163.8306885
10,0.3,2,30,50,12,1,2853.846191,165.258667
10,0.3,2,30,50,12,1.584893227,2887.547363,173.3407745
10,0.3,2,30,50,12,2.511886358,2914.358398,183.6450348
10,0.3,2,30,50,12,3.981071472,2900.046387,217.2320404
10,0.3,2,30,50,12,6.309572697,2736.428223,263.6650085
10,0.3,2,30,50,12,10,2880.305176,233.0355072
10,0.3,2,30,50,12,0.01,2479.432617,598.0432739
10,0.3,2,30,50,12,0.015848933,2830.405029,307.9185791
10,0.3,2,30,50,12,0.025118863,2933.781494,258.3908081
10,0.3,2,30,50,12,0.039810721,3005.036133,217.4113312
10,0.3,2,30,50,12,0.063095748,3069.219727,186.1894379
10,0.3,2,30,50,12,0.100000001,3116.015137,174.8630524
10,0.3,2,30,50,12,0.158489317,3164.091309,165.270462
10,0.3,2,30,50,12,0.251188636,3203.952148,153.8407593
10,0.3,2,30,50,12,0.398107171,3241.316406,150.5995941
10,0.3,2,30,50,12,0.630957365,3277.101074,149.632843
10,0.3,2,30,50,12,1,3318.401855,152.739563
10,0.3,2,30,50,12,1.584893227,3349.74292,153.0590668
10,0.3,2,30,50,12,2.511886358,3367.07959,168.8448486
10,0.3,2,30,50,12,3.981071472,3340.240967,188.4387054
10,0.3,2,30,50,12,6.309572697,3221.887939,211.3157196
10,0.3,2,30,50,12,10,3164.990723,917.7908936
10,0.3,2,30,50,12,0.01,2841.521973,328.9028931
10,0.3,2,30,50,12,0.015848933,3084.569092,382.0187988
10,0.3,2,30,50,12,0.025118863,3215.538574,326.2555542
10,0.3,2,30,50,12,0.039810721,3316.463135,294.1531372
10,0.3,2,30,50,12,0.063095748,3394.422852,275.2205811
