Acrylamide Conc. %,Bis-acrylamide conc %,Photo-initiator conc. %,Layer Height. (micron),Bottom Layer exposure time (s),Exposure time (s),Frequency (Hz),Storage modulus (Pa),Loss modulus (Pa)
10,0.3,1.5,150,50,6,0.158489317,1581.636841,173.6609344
10,0.3,1.5,150,50,6,0.251188636,1632.377686,171.3683929
10,0.3,1.5,150,50,6,0.398107171,1679.722656,171.0887909
10,0.3,1.5,150,50,6,0.630957365,1726.476074,174.0962982
10,0.3,1.5,150,50,6,1,1770.85022,179.0572662
10,0.3,1.5,150,50,6,1.584893227,1809.474731,190.7611847
10,0.3,1.5,150,50,6,2.511886358,1827.071777,213.3505859
10,0.3,1.5,150,50,6,3.981071472,1631.366699,307.4781189
10,0.3,1.5,150,50,6,6.309572697,1872.718262,255.3669739
10,0.3,1.5,150,50,6,10,1930.00293,348.2098083
10,0.3,1.5,150,50,6,0.01,914.8555908,213.0912781
10,0.3,1.5,150,50,6,0.015848933,1146.029297,162.0523834
10,0.3,1.5,150,50,6,0.025118863,1254.508667,155.5088348
10,0.3,1.5,150,50,6,0.039810721,1324.495605,148.9598389
10,0.3,1.5,150,50,6,0.063095748,1381.749023,143.6582489
10,0.3,1.5,150,50,6,0.100000001,1429.316162,138.0585327
10,0.3,1.5,150,50,6,0.158489317,1469.506348,134.0541534
10,0.3,1.5,150,50,6,0.251188636,1506.987061,132.6524658
10,0.3,1.5,150,50,6,0.398107171,1542.488159,133.2776337
10,0.3,1.5,150,50,6,0.630957365,1578.297852,136.6074524
10,0.3,1.5,150,50,6,1,1610.093994,142.0233459
10,0.3,1.5,150,50,6,1.584893227,1638.444458,153.3923492
10,0.3,1.5,150,50,6,2.511886358,1645.342651,174.3477631
10,0.3,1.5,150,50,6,3.981071472,1460.895264,243.8402863
10,0.3,1.5,150,50,6,6.309572697,1723.977295,162.7147217
10,0.3,1.5,150,50,6,10,1718.705078,237.0422668
10,0.3,1.5,150,50,6,0.01,1441.179688,238.6564331
10,0.3,1.5,150,50,6,0.015848933,1671.715698,198.0461884
10,0.3,1.5,150,50,6,0.025118863,1790.603027,174.6161346
10,0.3,1.5,150,50,6,0.039810721,1864.614502,164.4631195
10,0.3,1.5,150,50,6,0.063095748,1924.535645,154.8105621
10,0.3,1.5,150,50,6,0.100000001,1975.35022,149.1272125
10,0.3,1.5,150,50,6,0.158489317,2019.281738,144.987442
10,0.3,1.5,150,50,6,0.251188636,2059.591797,145.2768555
10,0.3,1.5,150,50,6,0.398107171,2099.408691,147.1047363
10,0.3,1.5,150,50,6,0.630957365,2136.765381,151.9244232
10,0.3,1.5,150,50,6,1,2176.115479,161.5890961
10,0.3,1.5,150,50,6,1.584893227,2211.212646,174.7327423
10,0.3,1.5,150,50,6,2.511886358,2234.643799,196.0740509
10,0.3,1.5,150,50,6,3.981071472,2146.065186,262.8354797
10,0.3,1.5,150,50,6,6.309572697,2266.774902,209.3307343
10,0.3,1.5,150,50,6,10,2183.386719,319.2396545
10,0.3,1.5,150,50,6,0.01,1526.96814,179.4642639
10,0.3,1.5,150,50,6,0.015848933,1526.668823,206.5017548
10,0.3,1.5,150,50,6,0.025118863,1647.414795,122.133812
10,0.3,1.5,150,50,6,0.039810721,1714.02832,108.1332245
10,0.3,1.5,150,50,6,0.063095748,1757.138306,104.4216385
10,0.3,1.5,150,50,6,0.100000001,1789.755493,98.2509613
10,0.3,1.5,150,50,6,0.158489317,1822.737915,96.52468109
10,0.3,1.5,150,50,6,0.251188636,1850.739136,99.41951752
10,0.3,1.5,150,50,6,0.398107171,1876.270142,96.98204803
10,0.3,1.5,150,50,6,0.630957365,1902.98291,99.647789
10,0.3,1.5,150,50,6,1,1924.24292,101.0867004
10,0.3,1.5,150,50,6,1.584893227,1942.130615,109.985939
10,0.3,1.5,150,50,6,2.511886358,1949.534668,122.1357956
10,0.3,1.5,150,50,6,3.981071472,1765.623657,209.1875305
10,0.3,1.5,150,50,6,6.309572697,1894.122803,222.6714325
10,0.3,1.5,150,50,6,10,1445.5,133.6759644
10,0.3,1.5,150,50,6,0.01,1068.542114,237.8751984
10,0.3,1.5,150,50,6,0.015848933,1373.588501,181.042923
10,0.3,1.5,150,50,6,0.025118863,1494.463501,161.0671692
10,0.3,1.5,150,50,6,0.039810721,1571.408203,152.6765137
10,0.3,1.5,150,50,6,0.063095748,1632.866699,141.1621094
10,0.3,1.5,150,50,6,0.100000001,1680.440674,136.9138031
10,0.3,1.5,150,50,6,0.158489317,1722.2771,133.4128876
10,0.3,1.5,150,50,6,0.251188636,1760.723877,133.504776
10,0.3,1.5,150,50,6,0.398107171,1797.786133,136.5603485
10,0.3,1.5,150,50,6,0.630957365,1830.294189,142.1117706
10,0.3,1.5,150,50,6,1,1870.031494,150.3877869
10,0.3,1.5,150,50,6,1.584893227,1904.280518,163.530365
10,0.3,1.5,150,50,6,2.511886358,1928.454102,183.5970764
10,0.3,1.5,150,50,6,3.981071472,1835.474365,248.9509888
10,0.3,1.5,150,50,6,6.309572697,2001.122925,213.7736359
10,0.3,1.5,150,50,6,10,2121.003906,322.7964172
10,0.3,2,60,50,6,0.01,3172.686035,400.8260498
10,0.3,2,60,50,6,0.015848933,3309.040039,333.415863
10,0.3,2,60,50,6,0.025118863,3428.186768,278.9004211
10,0.3,2,60,50,6,0.039810721,3509.458252,238.6191711
10,0.3,2,60,50,6,0.063095748,3576.303711,207.489212
10,0.3,2,60,50,6,0.100000001,3635.24707,191.9105988
10,0.3,2,60,50,6,0.158489317,3689.553955,164.7679901
10,0.3,2,60,50,6,0.251188636,3733.266602,148.9517365
10,0.3,2,60,50,6,0.398107171,3769.841797,137.7580261
10,0.3,2,60,50,6,0.630957365,3808.794189,129.964386
10,0.3,2,60,50,6,1,3836.625732,125.6047745
10,0.3,2,60,50,6,1.584893227,3865.7146,126.6579056
10,0.3,2,60,50,6,2.511886358,3889.066162,129.8419189
10,0.3,2,60,50,6,3.981071472,3887.987793,141.2898712
10,0.3,2,60,50,6,6.309572697,3775.225586,117.2411118
10,0.3,2,60,50,6,10,3788.460938,138.1066132
10,0.3,2,60,50,6,0.01,2453.396973,365.6540222
10,0.3,2,60,50,6,0.015848933,2760.855469,317.1138916
10,0.3,2,60,50,6,0.025118863,2927.737305,263.6463623
10,0.3,2,60,50,6,0.039810721,3031.335693,227.3523712
10,0.3,2,60,50,6,0.063095748,3110.463135,205.8590698
10,0.3,2,60,50,6,0.100000001,3177.443359,186.6847229
10,0.3,2,60,50,6,0.158489317,3232.294189,171.110733
10,0.3,2,60,50,6,0.251188636,3280.7229,155.0516968
10,0.3,2,60,50,6,0.398107171,3324.833984,144.1561737
10,0.3,2,60,50,6,0.630957365,3360.230225,136.6361847
10,0.3,2,60,50,6,1,3395.594238,129.768219
10,0.3,2,60,50,6,1.584893227,3426.529785,129.9684296
10,0.3,2,60,50,6,2.511886358,3449.432373,135.2909088
10,0.3,2,60,50,6,3.981071472,3460.166992,144.0077362
10,0.3,2,60,50,6,6.309572697,3367.991211,149.7080841
10,0.3,2,60,50,6,10,3375.654541,143.138031
10,0.3,2,60,50,6,0.01,3646.842285,539.6865234
10,0.3,2,60,50,6,0.015848933,4009.881592,444.6251221
10,0.3,2,60,50,6,0.025118863,4188.318359,370.9395142
10,0.3,2,60,50,6,0.039810721,4317.681641,322.4925842
10,0.3,2,60,50,6,0.063095748,4413.066895,280.4382935
10,0.3,2,60,50,6,0.100000001,4493.87793,247.332901
10,0.3,2,60,50,6,0.158489317,4563.499512,221.7069397
10,0.3,2,60,50,6,0.251188636,4624.740234,199.6082153
10,0.3,2,60,50,6,0.398107171,4676.196289,184.2382507
10,0.3,2,60,50,6,0.630957365,4719.046875,175.1662598
10,0.3,2,60,50,6,1,4769.556152,168.2900391
10,0.3,2,60,50,6,1.584893227,4810.914551,169.298996
10,0.3,2,60,50,6,2.511886358,4846.794922,177.7399902
10,0.3,2,60,50,6,3.981071472,4871.56543,191.8635864
10,0.3,2,60,50,6,6.309572697,4759.977539,193.7257538
10,0.3,2,60,50,6,10,4710.72168,236.6443024
10,0.3,2,60,50,6,0.01,3052.075439,473.175415
10,0.3,2,60,50,6,0.015848933,3425.529053,361.6035461
10,0.3,2,60,50,6,0.025118863,3619.657227,309.9127502
10,0.3,2,60,50,6,0.039810721,3744.836426,270.2379761
10,0.3,2,60,50,6,0.063095748,3842.141602,239.1254425
10,0.3,2,60,50,6,0.100000001,3917.83374,213.8852081
10,0.3,2,60,50,6,0.158489317,3980.440674,192.0785828
10,0.3,2,60,50,6,0.251188636,4037.064697,173.927597
10,0.3,2,60,50,6,0.398107171,4084.515137,160.9224091
10,0.3,2,60,50,6,0.630957365,4124.230957,150.687439
10,0.3,2,60,50,6,1,4163.749023,144.7113037
10,0.3,2,60,50,6,1.584893227,4197.34082,145.541275
10,0.3,2,60,50,6,2.511886358,4219.46875,162.879715
10,0.3,2,60,50,6,3.981071472,4252.224609,170.3812103
10,0.3,2,60,50,6,6.309572697,4153.963379,178.4673004
10,0.3,2,60,50,6,10,4165.166016,176.3336182
10,0.3,2,60,50,6,0.01,3222.921387,352.0888367
10,0.3,2,60,50,6,0.015848933,3570.016846,317.1026917
10,0.3,2,60,50,6,0.025118863,3771.876221,285.7943115
10,0.3,2,60,50,6,0.039810721,3898.658936,260.00177
10,0.3,2,60,50,6,0.063095748,3998.287354,235.4790039
10,0.3,2,60,50,6,0.100000001,4076.272705,215.5917816
10,0.3,2,60,50,6,0.158489317,4145.743652,194.7857208
10,0.3,2,60,50,6,0.251188636,4201.155762,178.0029297
10,0.3,2,60,50,6,0.398107171,4249.208008,164.2251282
10,0.3,2,60,50,6,0.630957365,4298.228516,150.1668396
10,0.3,2,60,50,6,1,4335.125,148.5053558
10,0.3,2,60,50,6,1.584893227,4370.686035,149.1825104
10,0.3,2,60,50,6,2.511886358,4403.696777,156.6991425
10,0.3,2,60,50,6,3.981071472,4420.186523,165.0731354
10,0.3,2,60,50,6,6.309572697,4317.01709,176.4550934
10,0.3,2,60,50,6,10,4310.32373,192.5823059
10,0.3,2,120,50,6,0.01,1851.05542,264.0655212
10,0.3,2,120,50,6,0.015848933,2028.115112,235.6759491
10,0.3,2,120,50,6,0.025118863,2154.450928,209.0214691
10,0.3,2,120,50,6,0.039810721,2242.140137,188.9994812
10,0.3,2,120,50,6,0.063095748,2311.987061,171.4362183
10,0.3,2,120,50,6,0.100000001,2368.701416,155.7510681
10,0.3,2,120,50,6,0.158489317,2416.381104,141.6203461
10,0.3,2,120,50,6,0.251188636,2457.049316,130.6225739
10,0.3,2,120,50,6,0.398107171,2492.48877,122.2427444
10,0.3,2,120,50,6,0.630957365,2520.932861,116.7585068
10,0.3,2,120,50,6,1,2553.525635,114.6310272
10,0.3,2,120,50,6,1.584893227,2580.411865,117.7812958
10,0.3,2,120,50,6,2.511886358,2604.13916,125.7296677
10,0.3,2,120,50,6,3.981071472,2611.708984,138.5102844
10,0.3,2,120,50,6,6.309572697,2481.442627,179.2406311
10,0.3,2,120,50,6,10,2543.097656,174.1031494
10,0.3,2,120,50,6,0.01,1440.388062,293.5224915
10,0.3,2,120,50,6,0.015848933,1682.786499,238.6750183
10,0.3,2,120,50,6,0.025118863,1823.591309,208.1121521
10,0.3,2,120,50,6,0.039810721,1917.750122,186.3802338
10,0.3,2,120,50,6,0.063095748,1990.807007,168.0255432
10,0.3,2,120,50,6,0.100000001,2049.624268,152.2473145
10,0.3,2,120,50,6,0.158489317,2098.080322,138.5624542
10,0.3,2,120,50,6,0.251188636,2138.837158,127.5310059
10,0.3,2,120,50,6,0.398107171,2174.477783,119.3586426
10,0.3,2,120,50,6,0.630957365,2206.592285,114.300827
10,0.3,2,120,50,6,1,2235.520508,112.1216202
10,0.3,2,120,50,6,1.584893227,2262.41333,114.3411255
10,0.3,2,120,50,6,2.511886358,2285.429688,122.9303131
10,0.3,2,120,50,6,3.981071472,2296.677979,137.667099
10,0.3,2,120,50,6,6.309572697,2033.534424,210.0179138
10,0.3,2,120,50,6,10,2380.838379,129.8696442
10,0.3,2,120,50,6,0.01,1643.900757,274.3962708
10,0.3,2,120,50,6,0.015848933,1824.540405,234.9292297
10,0.3,2,120,50,6,0.025118863,1946.960083,202.5672607
10,0.3,2,120,50,6,0.039810721,2028.688599,178.8270264
10,0.3,2,120,50,6,0.063095748,2092.372559,159.6526337
10,0.3,2,120,50,6,0.100000001,2144.098145,143.937439
10,0.3,2,120,50,6,0.158489317,2187.041016,130.9338226
10,0.3,2,120,50,6,0.251188636,2223.577393,121.0836945
10,0.3,2,120,50,6,0.398107171,2255.571045,114.1513672
10,0.3,2,120,50,6,0.630957365,2288.353271,108.1552124
10,0.3,2,120,50,6,1,2313.830811,108.9581604
10,0.3,2,120,50,6,1.584893227,2338.864258,113.1315155
10,0.3,2,120,50,6,2.511886358,2361.116455,120.9841309
10,0.3,2,120,50,6,3.981071472,2367.426514,136.2375336
10,0.3,2,120,50,6,6.309572697,2132.084717,205.0495758
10,0.3,2,120,50,6,10,2306.17041,150.4564209
10,0.3,2,120,50,6,0.01,1368.485962,277.5671082
10,0.3,2,120,50,6,0.015848933,1569.682373,232.0905151
10,0.3,2,120,50,6,0.025118863,1694.724243,199.8397827
10,0.3,2,120,50,6,0.039810721,1775.024536,181.6256256
10,0.3,2,120,50,6,0.063095748,1837.561523,159.8760376
10,0.3,2,120,50,6,0.100000001,1889.27417,144.7327423
10,0.3,2,120,50,6,0.158489317,1932.328979,132.733902
10,0.3,2,120,50,6,0.251188636,1969.513916,123.2010422
10,0.3,2,120,50,6,0.398107171,2001.876099,117.4311523
10,0.3,2,120,50,6,0.630957365,2030.230957,113.8902435
10,0.3,2,120,50,6,1,2061.041504,113.5389862
10,0.3,2,120,50,6,1.584893227,2087.135742,117.8107376
10,0.3,2,120,50,6,2.511886358,2107.945068,126.8574066
10,0.3,2,120,50,6,3.981071472,2110.162842,142.4158173
10,0.3,2,120,50,6,6.309572697,1909.867188,206.5281525
10,0.3,2,120,50,6,10,2137.777588,204.3858032
10,0.3,2,120,50,6,0.01,1394.545532,252.0019531
10,0.3,2,120,50,6,0.015848933,1594.123535,222.1971741
10,0.3,2,120,50,6,0.025118863,1724.4375,199.2527466
10,0.3,2,120,50,6,0.039810721,1811.03833,178.6781616
10,0.3,2,120,50,6,0.063095748,1878.775757,161.6037903
10,0.3,2,120,50,6,0.100000001,1933.956421,146.9060211
10,0.3,2,120,50,6,0.158489317,1979.753662,134.6177826
10,0.3,2,120,50,6,0.251188636,2018.473145,124.5498657
10,0.3,2,120,50,6,0.398107171,2052.598145,118.1450577
10,0.3,2,120,50,6,0.630957365,2084.166504,114.1885529
10,0.3,2,120,50,6,1,2113.737549,113.0372696
10,0.3,2,120,50,6,1.584893227,2139.941406,116.680748
10,0.3,2,120,50,6,2.511886358,2162.019531,126.0477448
10,0.3,2,120,50,6,3.981071472,2168.990234,141.6811676
10,0.3,2,120,50,6,6.309572697,1947.999634,208.8700867
10,0.3,2,120,50,6,10,2190.201904,116.5536957
10,0.3,2,120,50,6,0.01,1179.718384,247.1758728
10,0.3,2,120,50,6,0.015848933,1385.762329,225.3152161
10,0.3,2,120,50,6,0.025118863,1518.38855,202.7695618
10,0.3,2,120,50,6,0.039810721,1606.260742,184.1575623
10,0.3,2,120,50,6,0.063095748,1675.435913,167.4116821
10,0.3,2,120,50,6,0.100000001,1730.914307,153.4978638
10,0.3,2,120,50,6,0.158489317,1777.439819,141.1689301
10,0.3,2,120,50,6,0.251188636,1817.522095,131.3753204
10,0.3,2,120,50,6,0.398107171,1852.956177,125.1645432
10,0.3,2,120,50,6,0.630957365,1886.018555,119.7923126
10,0.3,2,120,50,6,1,1915.65979,120.2567368
10,0.3,2,120,50,6,1.584893227,1944.391235,123.9805374
10,0.3,2,120,50,6,2.511886358,1966.640869,133.5449066
10,0.3,2,120,50,6,3.981071472,1965.935059,151.2266083
10,0.3,2,120,50,6,6.309572697,1812.047485,205.1209717
10,0.3,2,120,50,6,10,1994.830078,207.6224976
12.5,0.2,2,30,50,6,0.01,4528.194824,478.8778687
12.5,0.2,2,30,50,6,0.015848933,4711.632813,410.2800293
12.5,0.2,2,30,50,6,0.025118863,4864.76709,352.885498
12.5,0.2,2,30,50,6,0.039810721,4977.445313,312.0054932
12.5,0.2,2,30,50,6,0.063095748,5065.15918,275.8964844
12.5,0.2,2,30,50,6,0.100000001,5150.527344,252.8877258
12.5,0.2,2,30,50,6,0.158489317,5217.984863,231.9805908
12.5,0.2,2,30,50,6,0.251188636,5281.981934,214.7819519
12.5,0.2,2,30,50,6,0.398107171,5340.365234,207.8466797
12.5,0.2,2,30,50,6,0.630957365,5395.245117,207.3812408
12.5,0.2,2,30,50,6,1,5454.70459,207.5760193
12.5,0.2,2,30,50,6,1.584893227,5507.181641,216.2367554
12.5,0.2,2,30,50,6,2.511886358,5559.089355,235.7667389
12.5,0.2,2,30,50,6,3.981071472,5592.289063,258.6197815
12.5,0.2,2,30,50,6,6.309572697,5486.644531,258.8018799
12.5,0.2,2,30,50,6,10,5497.137695,289.3508606
12.5,0.2,2,30,50,6,0.01,4804.403809,459.6029968
12.5,0.2,2,30,50,6,0.015848933,5019.23584,372.5046997
12.5,0.2,2,30,50,6,0.025118863,5164.691895,323.495697
12.5,0.2,2,30,50,6,0.039810721,5271.433105,286.4511414
12.5,0.2,2,30,50,6,0.063095748,5369.53418,264.7631531
12.5,0.2,2,30,50,6,0.100000001,5442.944336,244.6585541
12.5,0.2,2,30,50,6,0.158489317,5517.359863,235.0473328
12.5,0.2,2,30,50,6,0.251188636,5580.913086,227.2495728
12.5,0.2,2,30,50,6,0.398107171,5643.878418,222.6774292
12.5,0.2,2,30,50,6,0.630957365,5701.09082,228.294342
12.5,0.2,2,30,50,6,1,5763.976074,233.6426697
12.5,0.2,2,30,50,6,1.584893227,5824.543945,249.4529572
12.5,0.2,2,30,50,6,2.511886358,5884.419922,273.436676
12.5,0.2,2,30,50,6,3.981071472,5934.62207,304.3415527
12.5,0.2,2,30,50,6,6.309572697,5834.201172,306.9781799
12.5,0.2,2,30,50,6,10,5843.680664,348.2569885
12.5,0.2,2,30,50,6,0.01,4929.90625,263.7672729
12.5,0.2,2,30,50,6,0.015848933,5110.656738,278.5239563
12.5,0.2,2,30,50,6,0.025118863,5222.337891,245.2533112
12.5,0.2,2,30,50,6,0.039810721,5299.554199,236.0363922
12.5,0.2,2,30,50,6,0.063095748,5362.768555,211.5179901
12.5,0.2,2,30,50,6,0.100000001,5425.939941,201.2787323
12.5,0.2,2,30,50,6,0.158489317,5486.135254,185.7290649
12.5,0.2,2,30,50,6,0.251188636,5530.646484,172.925705
12.5,0.2,2,30,50,6,0.398107171,5572.248047,164.9903412
12.5,0.2,2,30,50,6,0.630957365,5619.290527,162.2711029
12.5,0.2,2,30,50,6,1,5659.89502,163.2281647
12.5,0.2,2,30,50,6,1.584893227,5700.893066,169.7256317
12.5,0.2,2,30,50,6,2.511886358,5737.01709,176.4589081
12.5,0.2,2,30,50,6,3.981071472,5756.008789,207.04422
12.5,0.2,2,30,50,6,6.309572697,5630.930176,161.7651215
12.5,0.2,2,30,50,6,10,5655.887695,210.8768311
12.5,0.2,2,30,50,6,0.01,5887.503418,415.4437256
12.5,0.2,2,30,50,6,0.015848933,6045.867676,372.0880432
12.5,0.2,2,30,50,6,0.025118863,6150.742188,325.5883179
12.5,0.2,2,30,50,6,0.039810721,6254.195801,291.5001831
12.5,0.2,2,30,50,6,0.063095748,6332.412598,263.9271851
12.5,0.2,2,30,50,6,0.100000001,6400.388672,239.8966675
12.5,0.2,2,30,50,6,0.158489317,6462.825195,221.0600128
12.5,0.2,2,30,50,6,0.251188636,6513.429688,203.1312866
12.5,0.2,2,30,50,6,0.398107171,6554.708984,192.287262
12.5,0.2,2,30,50,6,0.630957365,6604.153809,187.1644287
12.5,0.2,2,30,50,6,1,6652.37207,183.6660767
12.5,0.2,2,30,50,6,1.584893227,6695.296387,186.5593414
12.5,0.2,2,30,50,6,2.511886358,6718.908203,198.4310913
12.5,0.2,2,30,50,6,3.981071472,6768.627441,211.764801
12.5,0.2,2,30,50,6,6.309572697,6659.782227,229.8487854
12.5,0.2,2,30,50,6,10,6495.912109,295.9818726
12.5,0.2,2,90,50,6,0.01,1325.326294,227.265625
12.5,0.2,2,90,50,6,0.015848933,1629.628174,213.7005768
12.5,0.2,2,90,50,6,0.025118863,1817.098145,201.3440704
12.5,0.2,2,90,50,6,0.039810721,1936.169922,185.9047852
12.5,0.2,2,90,50,6,0.063095748,2025.035645,176.9085999
12.5,0.2,2,90,50,6,0.100000001,2095.574219,170.778595
12.5,0.2,2,90,50,6,0.158489317,2155.231689,166.7554779
12.5,0.2,2,90,50,6,0.251188636,2209.584473,166.2035065
12.5,0.2,2,90,50,6,0.398107171,2260.151367,168.7567291
12.5,0.2,2,90,50,6,0.630957365,2309.476563,174.0292053
12.5,0.2,2,90,50,6,1,2359.924561,183.12146
12.5,0.2,2,90,50,6,1.584893227,2409.790771,197.1501007
12.5,0.2,2,90,50,6,2.511886358,2457.291504,216.0803528
12.5,0.2,2,90,50,6,3.981071472,2487.369873,243.8658905
12.5,0.2,2,90,50,6,6.309572697,2389.2229,305.8847046
12.5,0.2,2,90,50,6,10,2500.057129,285.8594055
12.5,0.2,2,90,50,6,0.01,1788.429565,256.8641052
12.5,0.2,2,90,50,6,0.015848933,2044.818848,232.9111176
12.5,0.2,2,90,50,6,0.025118863,2214.881348,212.6429901
12.5,0.2,2,90,50,6,0.039810721,2337.271729,196.0878601
12.5,0.2,2,90,50,6,0.063095748,2430.320557,183.732605
12.5,0.2,2,90,50,6,0.100000001,2499.927002,175.7336121
12.5,0.2,2,90,50,6,0.158489317,2560.189941,170.3154755
12.5,0.2,2,90,50,6,0.251188636,2615.249756,167.2277222
12.5,0.2,2,90,50,6,0.398107171,2664.122314,167.1022797
12.5,0.2,2,90,50,6,0.630957365,2711.876709,172.0872345
12.5,0.2,2,90,50,6,1,2760.18042,179.3282471
12.5,0.2,2,90,50,6,1.584893227,2809.516602,192.2050476
12.5,0.2,2,90,50,6,2.511886358,2857.802734,210.8123779
12.5,0.2,2,90,50,6,3.981071472,2894.242676,234.5205383
12.5,0.2,2,90,50,6,6.309572697,2744.537354,310.4598999
12.5,0.2,2,90,50,6,10,2982.375488,278.8897705
12.5,0.2,2,90,50,6,0.01,1538.740601,203.2105713
12.5,0.2,2,90,50,6,0.015848933,1749.681152,197.8922424
12.5,0.2,2,90,50,6,0.025118863,1904.807251,183.9564667
12.5,0.2,2,90,50,6,0.039810721,2007.506348,173.7394257
12.5,0.2,2,90,50,6,0.063095748,2087.147949,163.7550659
12.5,0.2,2,90,50,6,0.100000001,2151.787354,156.3466949
12.5,0.2,2,90,50,6,0.158489317,2206.564941,151.9828644
12.5,0.2,2,90,50,6,0.251188636,2254.619141,149.5443268
12.5,0.2,2,90,50,6,0.398107171,2299.693604,150.0124207
12.5,0.2,2,90,50,6,0.630957365,2344.892334,154.0095215
12.5,0.2,2,90,50,6,1,2387.459473,160.2527466
12.5,0.2,2,90,50,6,1.584893227,2431.130859,171.4535065
12.5,0.2,2,90,50,6,2.511886358,2470.469727,187.4994202
12.5,0.2,2,90,50,6,3.981071472,2497.604736,208.2083588
12.5,0.2,2,90,50,6,6.309572697,2408.557861,260.4396057
12.5,0.2,2,90,50,6,10,2545.111816,201.7582703
12.5,0.2,2,90,50,6,0.01,1586.855713,255.3437653
12.5,0.2,2,90,50,6,0.015848933,1775.118408,218.1051941
12.5,0.2,2,90,50,6,0.025118863,1898.042114,193.8733673
12.5,0.2,2,90,50,6,0.039810721,1980.295776,174.6257935
12.5,0.2,2,90,50,6,0.063095748,2051.222412,159.385025
12.5,0.2,2,90,50,6,0.100000001,2103.224121,147.8670349
12.5,0.2,2,90,50,6,0.158489317,2148.258545,138.6020508
12.5,0.2,2,90,50,6,0.251188636,2188.346436,133.5475616
12.5,0.2,2,90,50,6,0.398107171,2225.437012,131.3719025
12.5,0.2,2,90,50,6,0.630957365,2262.74292,133.1782532
12.5,0.2,2,90,50,6,1,2296.592773,137.1222687
12.5,0.2,2,90,50,6,1.584893227,2331.462402,146.1466217
12.5,0.2,2,90,50,6,2.511886358,2366.368164,160.1919708
12.5,0.2,2,90,50,6,3.981071472,2383.27417,181.5101471
12.5,0.2,2,90,50,6,6.309572697,2291.395264,224.661026
12.5,0.2,2,90,50,6,10,2500.972412,222.9884949
12.5,0.2,2,150,50,6,0.01,591.2501831,114.7541199
12.5,0.2,2,150,50,6,0.015848933,707.5136108,95.37522888
12.5,0.2,2,150,50,6,0.025118863,774.2487183,83.96588135
12.5,0.2,2,150,50,6,0.039810721,824.2037964,75.44429016
12.5,0.2,2,150,50,6,0.063095748,860.6564941,73.57785797
12.5,0.2,2,150,50,6,0.100000001,888.0015259,71.18609619
12.5,0.2,2,150,50,6,0.158489317,911.5101318,69.07794189
12.5,0.2,2,150,50,6,0.251188636,932.6244507,68.43692017
12.5,0.2,2,150,50,6,0.398107171,952.9525146,68.81515503
12.5,0.2,2,150,50,6,0.630957365,971.8166504,71.46516418
12.5,0.2,2,150,50,6,1,991.7833862,75.38149261
12.5,0.2,2,150,50,6,1.584893227,1011.406433,81.84870148
12.5,0.2,2,150,50,6,2.511886358,1029.509521,91.17664337
12.5,0.2,2,150,50,6,3.981071472,1040.016357,104.3506393
12.5,0.2,2,150,50,6,6.309572697,1015.438538,123.2804337
12.5,0.2,2,150,50,6,10,1084.412231,98.26226807
12.5,0.2,2,150,50,6,0.01,475.2637024,96.18482208
12.5,0.2,2,150,50,6,0.015848933,582.3062744,90.5836792
12.5,0.2,2,150,50,6,0.025118863,649.7647705,83.94178772
12.5,0.2,2,150,50,6,0.039810721,693.805481,78.25135803
12.5,0.2,2,150,50,6,0.063095748,726.6633301,73.32930756
12.5,0.2,2,150,50,6,0.100000001,753.9404297,70.48834991
12.5,0.2,2,150,50,6,0.158489317,778.0673218,68.64529419
12.5,0.2,2,150,50,6,0.251188636,798.3839111,70.18526459
12.5,0.2,2,150,50,6,0.398107171,817.8293457,69.62086487
12.5,0.2,2,150,50,6,0.630957365,836.7704468,72.28412628
12.5,0.2,2,150,50,6,1,856.8477783,76.57984161
12.5,0.2,2,150,50,6,1.584893227,876.1966553,83.31417847
12.5,0.2,2,150,50,6,2.511886358,892.1223145,93.30580139
12.5,0.2,2,150,50,6,3.981071472,886.8584595,110.9404144
12.5,0.2,2,150,50,6,6.309572697,905.7369995,113.0204926
12.5,0.2,2,150,50,6,10,947.1552734,134.5122986
12.5,0.2,2,150,50,6,0.01,494.2931213,105.5084915
12.5,0.2,2,150,50,6,0.015848933,630.2508545,103.7110214
12.5,0.2,2,150,50,6,0.025118863,716.536499,99.5772171
12.5,0.2,2,150,50,6,0.039810721,772.0349731,93.96711731
12.5,0.2,2,150,50,6,0.063095748,820.6035156,88.05530548
12.5,0.2,2,150,50,6,0.100000001,852.0349121,85.41756439
12.5,0.2,2,150,50,6,0.158489317,881.7132568,82.33209991
12.5,0.2,2,150,50,6,0.251188636,906.8634644,81.18711853
12.5,0.2,2,150,50,6,0.398107171,930.3706055,81.54469299
12.5,0.2,2,150,50,6,0.630957365,952.4083252,83.3529129
12.5,0.2,2,150,50,6,1,976.2284546,86.87981415
12.5,0.2,2,150,50,6,1.584893227,999.1204224,93.1068573
12.5,0.2,2,150,50,6,2.511886358,1020.00824,102.5978394
12.5,0.2,2,150,50,6,3.981071472,1025.148193,117.6314545
12.5,0.2,2,150,50,6,6.309572697,1010.953552,132.0159454
12.5,0.2,2,150,50,6,10,1088.79126,118.6335373
12.5,0.2,2,150,50,6,0.01,252.0660706,69.06576538
12.5,0.2,2,150,50,6,0.015848933,350.8938293,83.96463776
